day,subscriber_ecid,data_usage_volume
(n+2)19,07VNhYUvV_r-R,0.49328047037124634
(n+2)20,07VNhYUvV_r-R,0.5349187850952148
(n+2)21,07VNhYUvV_r-R,0.5422870516777039
(n+2)15,07aY5Z7fL2gjI,-0.16411614418029785
(n+2)16,07aY5Z7fL2gjI,-0.12884461879730225
(n+2)17,07aY5Z7fL2gjI,-0.12878787517547607
(n+2)18,07aY5Z7fL2gjI,-0.12277507781982422
(n+2)19,07aY5Z7fL2gjI,-0.01542520523071289
(n+2)20,07aY5Z7fL2gjI,-0.09022212028503418
(n+2)21,07aY5Z7fL2gjI,-0.10689568519592285
(n+2)15,09AcDcmPUMXhr,0.7449443936347961
(n+2)16,09AcDcmPUMXhr,0.5092400312423706
(n+2)17,09AcDcmPUMXhr,0.49141669273376465
(n+2)18,09AcDcmPUMXhr,0.5010528564453125
(n+2)19,09AcDcmPUMXhr,0.6038187146186829
(n+2)20,09AcDcmPUMXhr,0.5684260129928589
(n+2)21,09AcDcmPUMXhr,0.5204010009765625
(n+2)15,0DeHH7fE9XJRM,-0.014597177505493164
(n+2)16,0DeHH7fE9XJRM,0.09665095806121826
(n+2)17,0DeHH7fE9XJRM,-0.14905881881713867
(n+2)18,0DeHH7fE9XJRM,-0.2116316556930542
(n+2)19,0DeHH7fE9XJRM,-0.12156760692596436
(n+2)20,0DeHH7fE9XJRM,-0.15777230262756348
(n+2)21,0DeHH7fE9XJRM,-0.22274279594421387
(n+2)15,0FbrwQkqkHNBL,0.1405785083770752
(n+2)16,0FbrwQkqkHNBL,-0.001074075698852539
(n+2)17,0FbrwQkqkHNBL,-0.07956266403198242
(n+2)18,0FbrwQkqkHNBL,-0.06950855255126953
(n+2)19,0FbrwQkqkHNBL,-0.04215097427368164
(n+2)20,0FbrwQkqkHNBL,-0.025400519371032715
(n+2)21,0FbrwQkqkHNBL,-0.049101829528808594
(n+2)15,0Fs9JYctVKi4x,-0.22783958911895752
(n+2)16,0Fs9JYctVKi4x,0.126190185546875
(n+2)17,0Fs9JYctVKi4x,0.2658501863479614
(n+2)18,0Fs9JYctVKi4x,0.2827695608139038
(n+2)19,0Fs9JYctVKi4x,-0.24065041542053223
(n+2)20,0Fs9JYctVKi4x,0.17062819004058838
(n+2)21,0Fs9JYctVKi4x,0.30065977573394775
(n+2)15,0Nx-jwpjbHjzQ,-0.22162985801696777
(n+2)16,0Nx-jwpjbHjzQ,-0.20827054977416992
(n+2)17,0Nx-jwpjbHjzQ,-0.16145360469818115
(n+2)18,0Nx-jwpjbHjzQ,-0.20608174800872803
(n+2)19,0Nx-jwpjbHjzQ,-0.1722867488861084
(n+2)20,0Nx-jwpjbHjzQ,-0.1789875030517578
(n+2)21,0Nx-jwpjbHjzQ,-0.17156982421875
(n+2)15,0P2IVKULm3W4a,1.9950456619262695
(n+2)16,0P2IVKULm3W4a,1.8920210599899292
(n+2)17,0P2IVKULm3W4a,1.7842638492584229
(n+2)18,0P2IVKULm3W4a,1.6063836812973022
(n+2)19,0P2IVKULm3W4a,0.6096035242080688
(n+2)20,0P2IVKULm3W4a,1.0290817022323608
(n+2)21,0P2IVKULm3W4a,1.1937737464904785
(n+2)15,0T7ixhiDdZ8TL,0.4659515619277954
(n+2)16,0T7ixhiDdZ8TL,0.4254947900772095
(n+2)17,0T7ixhiDdZ8TL,0.43189769983291626
(n+2)18,0T7ixhiDdZ8TL,0.4005204439163208
(n+2)19,0T7ixhiDdZ8TL,0.4421766996383667
(n+2)20,0T7ixhiDdZ8TL,0.5285124778747559
(n+2)21,0T7ixhiDdZ8TL,0.582141637802124
(n+2)15,0TN3fLxSaDKy9,2.025120496749878
(n+2)16,0TN3fLxSaDKy9,1.9541840553283691
(n+2)17,0TN3fLxSaDKy9,1.930288314819336
(n+2)18,0TN3fLxSaDKy9,2.0003833770751953
(n+2)19,0TN3fLxSaDKy9,1.9101178646087646
(n+2)20,0TN3fLxSaDKy9,1.904368281364441
(n+2)21,0TN3fLxSaDKy9,1.8183526992797852
(n+2)15,0WOAOqldr9T8g,9.772605895996094
(n+2)16,0WOAOqldr9T8g,9.289617538452148
(n+2)17,0WOAOqldr9T8g,8.812478065490723
(n+2)18,0WOAOqldr9T8g,8.09438419342041
(n+2)19,0WOAOqldr9T8g,7.7862443923950195
(n+2)20,0WOAOqldr9T8g,7.95328426361084
(n+2)21,0WOAOqldr9T8g,6.775404930114746
(n+2)15,0diGlQ-zQ4RkZ,0.4889422655105591
(n+2)16,0diGlQ-zQ4RkZ,0.46909046173095703
(n+2)17,0diGlQ-zQ4RkZ,0.4757070541381836
(n+2)18,0diGlQ-zQ4RkZ,0.48288190364837646
(n+2)19,0diGlQ-zQ4RkZ,0.5017856359481812
(n+2)20,0diGlQ-zQ4RkZ,-0.09701669216156006
(n+2)21,0diGlQ-zQ4RkZ,0.20440822839736938
(n+2)15,0o-xDa8uTNBGu,1.1471863985061646
(n+2)16,0o-xDa8uTNBGu,1.1185405254364014
(n+2)17,0o-xDa8uTNBGu,1.1598646640777588
(n+2)18,0o-xDa8uTNBGu,1.3321850299835205
(n+2)19,0o-xDa8uTNBGu,1.279101848602295
(n+2)20,0o-xDa8uTNBGu,1.2851532697677612
(n+2)21,0o-xDa8uTNBGu,1.3232933282852173
(n+2)15,0rZTh5oSOWHcQ,1.1534764766693115
(n+2)16,0rZTh5oSOWHcQ,1.149261236190796
(n+2)17,0rZTh5oSOWHcQ,1.1740604639053345
(n+2)18,0rZTh5oSOWHcQ,1.1833248138427734
(n+2)19,0rZTh5oSOWHcQ,1.1866354942321777
(n+2)20,0rZTh5oSOWHcQ,1.1995971202850342
(n+2)21,0rZTh5oSOWHcQ,1.2171540260314941
(n+2)15,0wLFNgdyyGuWB,1.4197322130203247
(n+2)16,0wLFNgdyyGuWB,1.3809328079223633
(n+2)17,0wLFNgdyyGuWB,1.386681318283081
(n+2)18,0wLFNgdyyGuWB,1.3727861642837524
(n+2)19,0wLFNgdyyGuWB,1.359371304512024
(n+2)20,0wLFNgdyyGuWB,1.3423709869384766
(n+2)21,0wLFNgdyyGuWB,1.377740502357483
(n+2)15,10lBlM7CZCH70,-0.04262971878051758
(n+2)16,10lBlM7CZCH70,-0.0198824405670166
(n+2)17,10lBlM7CZCH70,-0.021518349647521973
(n+2)18,10lBlM7CZCH70,-0.003576993942260742
(n+2)19,10lBlM7CZCH70,-0.039687275886535645
(n+2)20,10lBlM7CZCH70,-0.01268160343170166
(n+2)21,10lBlM7CZCH70,-0.027655959129333496
(n+2)15,13c_8BmhhISo1,1.0860874652862549
(n+2)16,13c_8BmhhISo1,0.7052595615386963
(n+2)17,13c_8BmhhISo1,0.8666505217552185
(n+2)18,13c_8BmhhISo1,1.221468210220337
(n+2)19,13c_8BmhhISo1,1.483056664466858
(n+2)20,13c_8BmhhISo1,1.6266112327575684
(n+2)21,13c_8BmhhISo1,1.7069566249847412
(n+2)15,16zCCmheb0gdf,3.539576292037964
(n+2)16,16zCCmheb0gdf,3.6750776767730713
(n+2)17,16zCCmheb0gdf,3.574610948562622
(n+2)18,16zCCmheb0gdf,3.280745506286621
(n+2)19,16zCCmheb0gdf,3.4173929691314697
(n+2)20,16zCCmheb0gdf,6.171375274658203
(n+2)21,16zCCmheb0gdf,6.761594772338867
(n+2)15,17az4FG4dOOdK,-0.2445988655090332
(n+2)16,17az4FG4dOOdK,-0.16887855529785156
(n+2)17,17az4FG4dOOdK,-0.16702544689178467
(n+2)18,17az4FG4dOOdK,-0.20488035678863525
(n+2)19,17az4FG4dOOdK,-0.24081742763519287
(n+2)20,17az4FG4dOOdK,-0.16907823085784912
(n+2)21,17az4FG4dOOdK,-0.168066143989563
(n+2)15,19D3139847wRz,3.785862922668457
(n+2)16,19D3139847wRz,4.480338096618652
(n+2)17,19D3139847wRz,4.96366024017334
(n+2)18,19D3139847wRz,5.006160736083984
(n+2)19,19D3139847wRz,4.431437969207764
(n+2)20,19D3139847wRz,3.2482032775878906
(n+2)21,19D3139847wRz,3.258566379547119
(n+2)15,1H1OtxYFDtlWj,-0.11633539199829102
(n+2)16,1H1OtxYFDtlWj,0.07829809188842773
(n+2)17,1H1OtxYFDtlWj,0.232258141040802
(n+2)18,1H1OtxYFDtlWj,-0.03682518005371094
(n+2)19,1H1OtxYFDtlWj,-0.2074136734008789
(n+2)20,1H1OtxYFDtlWj,0.0762026309967041
(n+2)21,1H1OtxYFDtlWj,0.06850671768188477
(n+2)15,1I1hUsFBG8eWL,-0.09151268005371094
(n+2)16,1I1hUsFBG8eWL,-0.08790254592895508
(n+2)17,1I1hUsFBG8eWL,-0.06865572929382324
(n+2)18,1I1hUsFBG8eWL,0.04250943660736084
(n+2)19,1I1hUsFBG8eWL,-0.01791214942932129
(n+2)20,1I1hUsFBG8eWL,-0.06936240196228027
(n+2)21,1I1hUsFBG8eWL,-0.053278207778930664
(n+2)15,1MnDhERhUtpwd,1.8774347305297852
(n+2)16,1MnDhERhUtpwd,1.8864777088165283
(n+2)17,1MnDhERhUtpwd,1.9014679193496704
(n+2)18,1MnDhERhUtpwd,1.9798154830932617
(n+2)19,1MnDhERhUtpwd,2.0203700065612793
(n+2)20,1MnDhERhUtpwd,1.9791791439056396
(n+2)21,1MnDhERhUtpwd,1.8905956745147705
(n+2)15,1QLNM8utpqeYL,0.5176099538803101
(n+2)16,1QLNM8utpqeYL,0.5692065954208374
(n+2)17,1QLNM8utpqeYL,0.5322571992874146
(n+2)18,1QLNM8utpqeYL,0.5173060894012451
(n+2)19,1QLNM8utpqeYL,0.5650633573532104
(n+2)20,1QLNM8utpqeYL,0.6566121578216553
(n+2)21,1QLNM8utpqeYL,0.6259185671806335
(n+2)15,1QM6aNogg3wjN,0.010928034782409668
(n+2)16,1QM6aNogg3wjN,-0.05397391319274902
(n+2)17,1QM6aNogg3wjN,-0.08543252944946289
(n+2)18,1QM6aNogg3wjN,-0.04722630977630615
(n+2)19,1QM6aNogg3wjN,-0.05271172523498535
(n+2)20,1QM6aNogg3wjN,-0.0666346549987793
(n+2)21,1QM6aNogg3wjN,0.06020164489746094
(n+2)15,1SHBpEqMTEKI9,2.9795193672180176
(n+2)16,1SHBpEqMTEKI9,2.4679436683654785
(n+2)17,1SHBpEqMTEKI9,3.4206931591033936
(n+2)18,1SHBpEqMTEKI9,2.8918678760528564
(n+2)19,1SHBpEqMTEKI9,2.1614274978637695
(n+2)20,1SHBpEqMTEKI9,3.3036410808563232
(n+2)21,1SHBpEqMTEKI9,4.140080451965332
(n+2)15,1W6_I5ePCIO1X,-0.14445292949676514
(n+2)16,1W6_I5ePCIO1X,0.0652761459350586
(n+2)17,1W6_I5ePCIO1X,-0.04956924915313721
(n+2)18,1W6_I5ePCIO1X,-0.01660466194152832
(n+2)19,1W6_I5ePCIO1X,0.017571210861206055
(n+2)20,1W6_I5ePCIO1X,-0.10550796985626221
(n+2)21,1W6_I5ePCIO1X,0.16751158237457275
(n+2)15,1eQiSuWkxEcqq,-0.13207948207855225
(n+2)16,1eQiSuWkxEcqq,0.039792537689208984
(n+2)17,1eQiSuWkxEcqq,-0.13030433654785156
(n+2)18,1eQiSuWkxEcqq,-0.17203807830810547
(n+2)19,1eQiSuWkxEcqq,0.17149639129638672
(n+2)20,1eQiSuWkxEcqq,-0.06129765510559082
(n+2)21,1eQiSuWkxEcqq,0.15897846221923828
(n+2)15,1eYRhFfTYvKLk,-0.07203900814056396
(n+2)16,1eYRhFfTYvKLk,-0.07832944393157959
(n+2)17,1eYRhFfTYvKLk,-0.11609947681427002
(n+2)18,1eYRhFfTYvKLk,-0.10804939270019531
(n+2)19,1eYRhFfTYvKLk,-0.06911647319793701
(n+2)20,1eYRhFfTYvKLk,-0.1003875732421875
(n+2)21,1eYRhFfTYvKLk,-0.10743331909179688
(n+2)15,1eivc_GT-hpM7,-0.06196451187133789
(n+2)16,1eivc_GT-hpM7,-0.06629717350006104
(n+2)17,1eivc_GT-hpM7,0.24969899654388428
(n+2)18,1eivc_GT-hpM7,0.391700804233551
(n+2)19,1eivc_GT-hpM7,0.06200218200683594
(n+2)20,1eivc_GT-hpM7,0.3838445544242859
(n+2)21,1eivc_GT-hpM7,0.09901010990142822
(n+2)15,1ln5rHPJu-8Pc,0.11670446395874023
(n+2)16,1ln5rHPJu-8Pc,0.12649500370025635
(n+2)17,1ln5rHPJu-8Pc,0.12386775016784668
(n+2)18,1ln5rHPJu-8Pc,0.1626068353652954
(n+2)19,1ln5rHPJu-8Pc,0.1825392246246338
(n+2)20,1ln5rHPJu-8Pc,-0.31414711475372314
(n+2)21,1ln5rHPJu-8Pc,-0.3055422306060791
(n+2)15,1m0MBeABaeKi2,0.7035332918167114
(n+2)16,1m0MBeABaeKi2,0.6222406625747681
(n+2)17,1m0MBeABaeKi2,0.73006272315979
(n+2)18,1m0MBeABaeKi2,0.7394657135009766
(n+2)19,1m0MBeABaeKi2,0.7530516982078552
(n+2)20,1m0MBeABaeKi2,0.7936737537384033
(n+2)21,1m0MBeABaeKi2,1.0627140998840332
(n+2)15,1q2E8XCXMW7Mg,1.2874870300292969
(n+2)16,1q2E8XCXMW7Mg,1.352819800376892
(n+2)17,1q2E8XCXMW7Mg,1.3864482641220093
(n+2)18,1q2E8XCXMW7Mg,1.4230766296386719
(n+2)19,1q2E8XCXMW7Mg,1.5112344026565552
(n+2)20,1q2E8XCXMW7Mg,1.3432941436767578
(n+2)21,1q2E8XCXMW7Mg,1.3680206537246704
(n+2)15,1sK9sq5einHhA,9.083640098571777
(n+2)16,1sK9sq5einHhA,6.15756893157959
(n+2)17,1sK9sq5einHhA,5.246049880981445
(n+2)18,1sK9sq5einHhA,5.191764831542969
(n+2)19,1sK9sq5einHhA,5.0449018478393555
(n+2)20,1sK9sq5einHhA,4.665279388427734
(n+2)21,1sK9sq5einHhA,4.955317497253418
(n+2)15,1w10I_NP9oA-Y,-0.1514378786087036
(n+2)16,1w10I_NP9oA-Y,-0.13837647438049316
(n+2)17,1w10I_NP9oA-Y,-0.16134095191955566
(n+2)18,1w10I_NP9oA-Y,0.16585183143615723
(n+2)19,1w10I_NP9oA-Y,0.08688688278198242
(n+2)20,1w10I_NP9oA-Y,-0.1223827600479126
(n+2)21,1w10I_NP9oA-Y,-0.13960981369018555
(n+2)15,1wMeqvJmbIKsg,0.5764849185943604
(n+2)16,1wMeqvJmbIKsg,0.5478947162628174
(n+2)17,1wMeqvJmbIKsg,0.5145291090011597
(n+2)18,1wMeqvJmbIKsg,0.6747294664382935
(n+2)19,1wMeqvJmbIKsg,0.7715737819671631
(n+2)20,1wMeqvJmbIKsg,0.8109554052352905
(n+2)21,1wMeqvJmbIKsg,0.935232400894165
(n+2)15,1z11pFsdzkNIG,1.184746503829956
(n+2)16,1z11pFsdzkNIG,1.78725266456604
(n+2)17,1z11pFsdzkNIG,2.1979761123657227
(n+2)18,1z11pFsdzkNIG,2.4232590198516846
(n+2)19,1z11pFsdzkNIG,2.552248477935791
(n+2)20,1z11pFsdzkNIG,2.7671866416931152
(n+2)21,1z11pFsdzkNIG,2.930839776992798
(n+2)15,2-BScm_Z0jJhk,0.019449234008789062
(n+2)16,2-BScm_Z0jJhk,0.03752696514129639
(n+2)17,2-BScm_Z0jJhk,0.03519034385681152
(n+2)18,2-BScm_Z0jJhk,0.42929959297180176
(n+2)19,2-BScm_Z0jJhk,0.7033506035804749
(n+2)20,2-BScm_Z0jJhk,0.2158750295639038
(n+2)21,2-BScm_Z0jJhk,0.051079750061035156
(n+2)15,24Sy1rxBlckFe,-0.13228726387023926
(n+2)16,24Sy1rxBlckFe,-0.11576652526855469
(n+2)17,24Sy1rxBlckFe,-0.13275384902954102
(n+2)18,24Sy1rxBlckFe,-0.12802696228027344
(n+2)19,24Sy1rxBlckFe,-0.12046658992767334
(n+2)20,24Sy1rxBlckFe,-0.1337212324142456
(n+2)21,24Sy1rxBlckFe,-0.12841463088989258
(n+2)15,24j43c5C-Uu76,0.30403077602386475
(n+2)16,24j43c5C-Uu76,0.49223923683166504
(n+2)17,24j43c5C-Uu76,0.4761991500854492
(n+2)18,24j43c5C-Uu76,0.4615632891654968
(n+2)19,24j43c5C-Uu76,0.10351920127868652
(n+2)20,24j43c5C-Uu76,-0.12480640411376953
(n+2)21,24j43c5C-Uu76,0.20478367805480957
(n+2)15,25r-GmTEhJ56K,0.509555459022522
(n+2)16,25r-GmTEhJ56K,0.49995672702789307
(n+2)17,25r-GmTEhJ56K,-0.19738245010375977
(n+2)18,25r-GmTEhJ56K,0.5270283222198486
(n+2)19,25r-GmTEhJ56K,0.7469203472137451
(n+2)20,25r-GmTEhJ56K,0.6726744174957275
(n+2)21,25r-GmTEhJ56K,0.5948163866996765
(n+2)15,297W5VCK77SAY,-0.19642698764801025
(n+2)16,297W5VCK77SAY,-0.14198637008666992
(n+2)17,297W5VCK77SAY,-0.15038132667541504
(n+2)18,297W5VCK77SAY,-0.1554957628250122
(n+2)19,297W5VCK77SAY,-0.18799543380737305
(n+2)20,297W5VCK77SAY,-0.18176758289337158
(n+2)21,297W5VCK77SAY,-0.1993330717086792
(n+2)15,29K-BBU5wHjxk,1.8498971462249756
(n+2)16,29K-BBU5wHjxk,1.841744303703308
(n+2)17,29K-BBU5wHjxk,1.869542121887207
(n+2)18,29K-BBU5wHjxk,1.7493155002593994
(n+2)19,29K-BBU5wHjxk,1.7457983493804932
(n+2)20,29K-BBU5wHjxk,1.8437225818634033
(n+2)21,29K-BBU5wHjxk,3.3297245502471924
(n+2)15,2GTiGXj2DiiQV,-0.18601441383361816
(n+2)16,2GTiGXj2DiiQV,0.09533512592315674
(n+2)17,2GTiGXj2DiiQV,-0.12188148498535156
(n+2)18,2GTiGXj2DiiQV,-0.2726922035217285
(n+2)19,2GTiGXj2DiiQV,-0.1411755084991455
(n+2)20,2GTiGXj2DiiQV,0.16168391704559326
(n+2)21,2GTiGXj2DiiQV,-0.07859504222869873
(n+2)15,2K6vRYnkgiRM6,1.9552680253982544
(n+2)16,2K6vRYnkgiRM6,1.9723783731460571
(n+2)17,2K6vRYnkgiRM6,2.0205278396606445
(n+2)18,2K6vRYnkgiRM6,2.000087022781372
(n+2)19,2K6vRYnkgiRM6,2.026923179626465
(n+2)20,2K6vRYnkgiRM6,2.074584484100342
(n+2)21,2K6vRYnkgiRM6,2.073157548904419
(n+2)15,2YHIL2KmF9QVQ,0.5753120183944702
(n+2)16,2YHIL2KmF9QVQ,0.6242142915725708
(n+2)17,2YHIL2KmF9QVQ,0.6788030862808228
(n+2)18,2YHIL2KmF9QVQ,0.7387421131134033
(n+2)19,2YHIL2KmF9QVQ,-0.10188961029052734
(n+2)20,2YHIL2KmF9QVQ,0.2879101037979126
(n+2)21,2YHIL2KmF9QVQ,0.6433881521224976
(n+2)15,2_lUUQ0vsKDDm,0.7550918459892273
(n+2)16,2_lUUQ0vsKDDm,0.7794927358627319
(n+2)17,2_lUUQ0vsKDDm,0.7804542779922485
(n+2)18,2_lUUQ0vsKDDm,0.8039597272872925
(n+2)19,2_lUUQ0vsKDDm,-0.13952171802520752
(n+2)20,2_lUUQ0vsKDDm,0.4026256799697876
(n+2)21,2_lUUQ0vsKDDm,-0.1140146255493164
(n+2)15,2aYKBozBlwIt5,0.6838541030883789
(n+2)16,2aYKBozBlwIt5,0.6838541030883789
(n+2)17,2aYKBozBlwIt5,0.6393917798995972
(n+2)18,2aYKBozBlwIt5,0.6628122925758362
(n+2)19,2aYKBozBlwIt5,0.7412082552909851
(n+2)20,2aYKBozBlwIt5,0.764297604560852
(n+2)21,2aYKBozBlwIt5,0.8051527738571167
(n+2)15,2fx7mRq4qNKHF,-0.04613220691680908
(n+2)16,2fx7mRq4qNKHF,0.6202462911605835
(n+2)17,2fx7mRq4qNKHF,0.7646360993385315
(n+2)18,2fx7mRq4qNKHF,0.825175404548645
(n+2)19,2fx7mRq4qNKHF,0.8263561725616455
(n+2)20,2fx7mRq4qNKHF,0.8662949204444885
(n+2)21,2fx7mRq4qNKHF,0.8510096073150635
